RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2022~2022~20~Q09~TSC09~AGE~GENDER,2022,2022,KS,Kansas,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,60.6,60.6,,,57.7,63.5,Age Group,Overall,Gender,Male,POINT (-98.20078123 38.3477403),C03,TSC09,Q09,20,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~51~Q46~TOC10~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,41.2,41.2,,,38.8,43.5,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046 37.54268067),C01,TOC10,Q46,51,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~47~Q11~TSC11~AGE~RACE,2022,2022,TN,Tennessee,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-85.77449091 35.68094058),C03,TSC11,Q11,47,AGE,5064,RACE,ASN
BRFSS~2022~2022~27~Q20~TSC03~AGE~RACE,2022,2022,MN,Minnesota,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,41.5,41.5,,,39.2,43.9,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-94.7942005 46.35564874),C03,TSC03,Q20,27,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~31~Q10~TSC10~AGE~GENDER,2022,2022,NE,Nebraska,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,54.8,54.8,,,51.3,58.3,Age Group,65 years or older,Gender,Male,POINT (-99.36572062 41.64104099),C03,TSC10,Q10,31,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~39~Q09~TSC09~AGE~GENDER,2022,2022,OH,Ohio,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,69.9,69.9,,,67.0,72.6,Age Group,65 years or older,Gender,Male,POINT (-82.40426006 40.06021014),C03,TSC09,Q09,39,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~72~Q07~TOC05~AGE~GENDER,2022,2022,PR,Puerto Rico,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,82.5,82.5,,,79.0,85.6,Age Group,50-64 years,Gender,Female,POINT (-66.590149 18.220833),C01,TOC05,Q07,72,AGE,5064,GENDER,FEMALE
BRFSS~2022~2022~26~Q46~TOC10~AGE~OVERALL,2022,2022,MI,Michigan,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,41.1,41.1,,,39.1,43.1,Age Group,65 years or older,,,POINT (-84.71439027 44.66131954),C01,TOC10,Q46,26,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~08~Q07~TOC05~AGE~GENDER,2022,2022,CO,Colorado,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,86.7,86.7,,,84.2,88.8,Age Group,50-64 years,Gender,Female,POINT (-106.1336109 38.84384076),C01,TOC05,Q07,08,AGE,5064,GENDER,FEMALE
BRFSS~2022~2022~30~Q07~TOC05~AGE~OVERALL,2022,2022,MT,Montana,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,78.3,78.3,,,76.7,79.8,Age Group,Overall,,,POINT (-109.4244206 47.06652897),C01,TOC05,Q07,30,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~04~Q12~TSC01~AGE~RACE,2022,2022,AZ,Arizona,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,68.0,68.0,,,64.5,71.3,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-111.7638113 34.86597028),C03,TSC01,Q12,04,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~46~Q03~TMC01~AGE~RACE,2022,2022,SD,South Dakota,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,5.0,5.0,,,3.4,7.3,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306 44.35313005),C05,TMC01,Q03,46,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~32~Q03~TMC01~AGE~RACE,2022,2022,NV,Nevada,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-117.0718406 39.49324039),C05,TMC01,Q03,32,AGE,5064,RACE,BLK
BRFSS~2022~2022~16~Q12~TSC01~AGE~RACE,2022,2022,ID,Idaho,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,57.8,57.8,,,43.1,71.3,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-114.36373 43.68263001),C03,TSC01,Q12,16,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~49~Q09~TSC09~AGE~RACE,2022,2022,UT,Utah,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-111.5871306 39.36070017),C03,TSC09,Q09,49,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~16~Q09~TSC09~AGE~RACE,2022,2022,ID,Idaho,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,58.8,58.8,,,43.0,72.9,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-114.36373 43.68263001),C03,TSC09,Q09,16,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~40~Q07~TOC05~AGE~OVERALL,2022,2022,OK,Oklahoma,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,68.1,68.1,,,66.2,69.9,Age Group,Overall,,,POINT (-97.52107021 35.47203136),C01,TOC05,Q07,40,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~33~Q03~TMC01~AGE~GENDER,2022,2022,NH,New Hampshire,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,15.8,15.8,,,13.0,18.9,Age Group,50-64 years,Gender,Female,POINT (-71.50036092 43.65595011),C05,TMC01,Q03,33,AGE,5064,GENDER,FEMALE
BRFSS~2022~2022~54~Q11~TSC11~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,32.1,32.1,,,29.6,34.8,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-80.71264013 38.6655102),C03,TSC11,Q11,54,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~01~Q11~TSC11~AGE~RACE,2022,2022,AL,Alabama,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,11.7,11.7,,,8.4,16.2,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-86.63186076 32.84057112),C03,TSC11,Q11,01,AGE,5064,RACE,WHT
BRFSS~2022~2022~32~Q07~TOC05~AGE~GENDER,2022,2022,NV,Nevada,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,66.4,66.4,,,59.9,72.3,Age Group,65 years or older,Gender,Male,POINT (-117.0718406 39.49324039),C01,TOC05,Q07,32,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~9004~Q46~TOC10~AGE~RACE,2022,2022,WEST,West,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,25.9,25.9,,,24.6,27.3,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,C01,TOC10,Q46,9004,AGE,5064,RACE,WHT
BRFSS~2022~2022~11~Q13~TNC04~AGE~RACE,2022,2022,DC,District of Columbia,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-77.036871 38.907192),C02,TNC04,Q13,11,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~40~Q20~TSC03~AGE~OVERALL,2022,2022,OK,Oklahoma,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,39.0,39.0,,,35.2,43.1,Age Group,Overall,,,POINT (-97.52107021 35.47203136),C03,TSC03,Q20,40,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~12~Q10~TSC10~AGE~RACE,2022,2022,FL,Florida,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,28.1,28.1,,,23.5,33.2,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-81.92896054 28.93204038),C03,TSC10,Q10,12,AGE,5064,RACE,WHT
BRFSS~2022~2022~02~Q46~TOC10~AGE~RACE,2022,2022,AK,Alaska,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,25.5,25.5,,,22.5,28.9,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-147.722059 64.84507996),C01,TOC10,Q46,02,AGE,5064,RACE,WHT
BRFSS~2022~2022~53~Q03~TMC01~AGE~OVERALL,2022,2022,WA,Washington,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,12.9,12.9,,,11.9,13.9,Age Group,50-64 years,,,POINT (-120.4700108 47.52227863),C05,TMC01,Q03,53,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~11~Q20~TSC03~AGE~GENDER,2022,2022,DC,District of Columbia,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,60.3,60.3,,,52.3,67.9,Age Group,50-64 years,Gender,Female,POINT (-77.036871 38.907192),C03,TSC03,Q20,11,AGE,5064,GENDER,FEMALE
BRFSS~2022~2022~55~Q10~TSC10~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,49.2,49.2,,,45.9,52.4,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-89.81637074 44.39319117),C03,TSC10,Q10,55,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~04~Q09~TSC09~AGE~RACE,2022,2022,AZ,Arizona,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,67.7,67.7,,,49.6,81.7,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-111.7638113 34.86597028),C03,TSC09,Q09,04,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~45~Q46~TOC10~AGE~GENDER,2022,2022,SC,South Carolina,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,38.0,38.0,,,35.7,40.4,Age Group,Overall,Gender,Male,POINT (-81.04537121 33.9988213),C01,TOC10,Q46,45,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~55~Q03~TMC01~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,14.5,14.5,,,9.5,21.5,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.81637074 44.39319117),C05,TMC01,Q03,55,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~18~Q11~TSC11~AGE~OVERALL,2022,2022,IN,Indiana,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,49.1,49.1,,,46.1,52.2,Age Group,65 years or older,,,POINT (-86.14996019 39.76691045),C03,TSC11,Q11,18,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~27~Q10~TSC10~AGE~RACE,2022,2022,MN,Minnesota,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-94.7942005 46.35564874),C03,TSC10,Q10,27,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~12~Q10~TSC10~AGE~RACE,2022,2022,FL,Florida,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-81.92896054 28.93204038),C03,TSC10,Q10,12,AGE,5064,RACE,ASN
BRFSS~2022~2022~35~Q12~TSC01~AGE~GENDER,2022,2022,NM,New Mexico,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,67.3,67.3,,,64.1,70.4,Age Group,Overall,Gender,Female,POINT (-106.240581 34.52088095),C03,TSC01,Q12,35,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~27~Q07~TOC05~AGE~OVERALL,2022,2022,MN,Minnesota,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,88.8,88.8,,,87.4,90.0,Age Group,50-64 years,,,POINT (-94.7942005 46.35564874),C01,TOC05,Q07,27,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~17~Q09~TSC09~AGE~RACE,2022,2022,IL,Illinois,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-88.99771018 40.48501028),C03,TSC09,Q09,17,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~54~Q09~TSC09~AGE~GENDER,2022,2022,WV,West Virginia,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,73.4,73.4,,,69.8,76.7,Age Group,65 years or older,Gender,Female,POINT (-80.71264013 38.6655102),C03,TSC09,Q09,54,AGE,65PLUS,GENDER,FEMALE
BRFSS~2022~2022~26~Q13~TNC04~AGE~RACE,2022,2022,MI,Michigan,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,48.7,48.7,,,41.2,56.3,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-84.71439027 44.66131954),C02,TNC04,Q13,26,AGE,5064,RACE,BLK
BRFSS~2022~2022~36~Q13~TNC04~AGE~RACE,2022,2022,NY,New York,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,34.4,34.4,,,27.9,41.5,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-75.54397043 42.82700103),C02,TNC04,Q13,36,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~30~Q09~TSC09~AGE~OVERALL,2022,2022,MT,Montana,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,42.7,42.7,,,37.6,48.0,Age Group,50-64 years,,,POINT (-109.4244206 47.06652897),C03,TSC09,Q09,30,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~22~Q20~TSC03~AGE~RACE,2022,2022,LA,Louisiana,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,32.9,32.9,,,26.6,39.9,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-92.44568007 31.31266064),C03,TSC03,Q20,22,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~13~Q03~TMC01~AGE~RACE,2022,2022,GA,Georgia,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,11.9,11.9,,,10.5,13.5,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758035 32.83968109),C05,TMC01,Q03,13,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~53~Q11~TSC11~AGE~RACE,2022,2022,WA,Washington,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,10.1,10.1,,,6.1,16.3,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-120.4700108 47.52227863),C03,TSC11,Q11,53,AGE,5064,RACE,HIS
BRFSS~2022~2022~02~Q13~TNC04~AGE~OVERALL,2022,2022,AK,Alaska,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,36.6,36.6,,,33.3,40.0,Age Group,50-64 years,,,POINT (-147.722059 64.84507996),C02,TNC04,Q13,02,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~18~Q09~TSC09~AGE~RACE,2022,2022,IN,Indiana,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,30.7,30.7,,,20.1,43.8,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-86.14996019 39.76691045),C03,TSC09,Q09,18,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~06~Q12~TSC01~AGE~OVERALL,2022,2022,CA,California,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,68.5,68.5,,,64.4,72.4,Age Group,65 years or older,,,POINT (-120.9999995 37.63864012),C03,TSC01,Q12,06,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~10~Q46~TOC10~AGE~RACE,2022,2022,DE,Delaware,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,21.7,21.7,,,14.9,30.4,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-75.57774117 39.00883067),C01,TOC10,Q46,10,AGE,5064,RACE,BLK
BRFSS~2022~2022~32~Q46~TOC10~AGE~OVERALL,2022,2022,NV,Nevada,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,43.2,43.2,,,39.9,46.6,Age Group,Overall,,,POINT (-117.0718406 39.49324039),C01,TOC10,Q46,32,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~16~Q20~TSC03~AGE~RACE,2022,2022,ID,Idaho,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-114.36373 43.68263001),C03,TSC03,Q20,16,AGE,5064,RACE,ASN
BRFSS~2022~2022~34~Q03~TMC01~AGE~RACE,2022,2022,NJ,New Jersey,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,13.8,13.8,,,9.9,18.8,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-74.27369129 40.13057005),C05,TMC01,Q03,34,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~24~Q13~TNC04~AGE~RACE,2022,2022,MD,Maryland,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,49.2,49.2,,,44.7,53.8,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-76.60926011 39.29058096),C02,TNC04,Q13,24,AGE,5064,RACE,BLK
BRFSS~2022~2022~9001~Q03~TMC01~AGE~GENDER,2022,2022,NRE,Northeast,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,10.3,10.3,,,9.3,11.5,Age Group,50-64 years,Gender,Male,,C05,TMC01,Q03,9001,AGE,5064,GENDER,MALE
BRFSS~2022~2022~08~Q03~TMC01~AGE~OVERALL,2022,2022,CO,Colorado,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,10.6,10.6,,,9.5,11.9,Age Group,Overall,,,POINT (-106.1336109 38.84384076),C05,TMC01,Q03,08,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~28~Q09~TSC09~AGE~RACE,2022,2022,MS,Mississippi,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-89.53803082 32.7455101),C03,TSC09,Q09,28,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~9004~Q46~TOC10~AGE~OVERALL,2022,2022,WEST,West,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,41.7,41.7,,,40.3,43.2,Age Group,65 years or older,,,,C01,TOC10,Q46,9004,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~15~Q12~TSC01~AGE~RACE,2022,2022,HI,Hawaii,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,73.7,73.7,,,64.8,81.1,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-157.8577494 21.30485044),C03,TSC01,Q12,15,AGE,5064,RACE,WHT
BRFSS~2022~2022~51~Q11~TSC11~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-78.45789046 37.54268067),C03,TSC11,Q11,51,AGE,5064,RACE,ASN
BRFSS~2022~2022~36~Q12~TSC01~AGE~RACE,2022,2022,NY,New York,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,79.8,79.8,,,73.6,84.8,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-75.54397043 42.82700103),C03,TSC01,Q12,36,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~49~Q10~TSC10~AGE~OVERALL,2022,2022,UT,Utah,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,41.9,41.9,,,39.2,44.6,Age Group,Overall,,,POINT (-111.5871306 39.36070017),C03,TSC10,Q10,49,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~9001~Q03~TMC01~AGE~RACE,2022,2022,NRE,Northeast,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,9.9,9.9,,,6.8,14.2,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,,C05,TMC01,Q03,9001,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~38~Q46~TOC10~AGE~RACE,2022,2022,ND,North Dakota,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,45.4,45.4,,,42.5,48.4,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-100.118421 47.47531978),C01,TOC10,Q46,38,AGE,65PLUS,RACE,WHT
